Discipline,Main Topic,Subtopics
Direito Penal,38. Crimes contra a administração pública,"38.1 Noções Gerais de Crimes Contra a Administração Pública, 38.2 Peculato, 38.3 Peculato mediante erro de outrem, 38.4 Inserção de dados falsos em sistema de informações, 38.5 Modificação ou alteração não autorizada de sistemas de informações, 38.6 Extravio, sonegação ou inutilização de livro ou documento, 38.7 Emprego irregular de verbas ou rendas públicas, 38.8 Concussão e Excesso de Exação, 38.9 Corrupção passiva, 38.10 Facilitação de contrabando ou descaminho, 38.11 Prevaricação, 38.12 Condescendência criminosa, 38.13 Advocacia administrativa, 38.14 Violência arbitrária, 38.15 Abandono de função, 38.16 Exercício funcional ilegalmente antecipado ou prolongado, 38.17 Violação de sigilo funcional, 38.18 Violação de sigilo de proposta de concorrência, 38.19 Usurpação de função pública, 38.20 Resistência, 38.21 Desobediência, 38.22 Desacato, 38.23 Tráfico de influência, 38.24 Corrupção ativa, 38.25 Contrabando, 38.26 Descaminho, 38.27 Impedimento, perturbação ou fraude de concorrência. Inutilização de edital ou de sinal, 38.28 Subtração ou inutilização de livro ou documento. Sonegação de contribuição previdenciária, 38.29 Crimes praticados por particular contra administração pública estrangeira, 38.30 Corrupção ativa em transação comercial internacional. Tráfico de influência em transação comercial internacional, 38.31 Crimes em Licitações e Contratos Administrativos, 38.32 Reingresso de estrangeiro expulso, 38.33 Denunciação caluniosa, 38.34 Comunicação falsa de crime ou de contravenção. Autoacusação falsa, 38.35 Falso Testemunho ou Falsa Perícia. Corrupção Ativa de Testemunha ou Perito, 38.36 Coação no curso do processo, 38.37 Exercício arbitrário das próprias razões, 38.38 Fraude processual, 38.39 Favorecimento pessoal, 38.40 Favorecimento real, 38.41 Exercício arbitrário ou abuso de poder, 38.42 Fuga de Pessoa Presa ou Submetida a Medida de Segurança. Evasão Mediante Violência Contra a Pessoa, 38.43 Arrebatamento de Presos. Motim de Presos, 38.44 Patrocínio infiel. Patrocínio simultâneo ou tergiversação, 38.45 Sonegação de papel ou objeto de valor probatório. Exploração de prestígio, 38.46 Violência ou fraude em arrematação judicial. Desobediência a decisão judicial sobre perda ou suspensão de direito, 38.47 Crimes contra as finanças públicas"
Direito Penal,39. Crimes contra o Estado Democrático de Direito,"39.1 Noções Gerais dos Crimes Contra o Estado Democrático de Direito, 39.2 Crimes contra a Soberania Nacional, 39.3 Crimes contra as Instituições Democráticas, 39.4 Crimes contra o funcionamento das Instituições Democráticas no Processo Eleitoral, 39.5 Crimes contra o funcionamento dos serviços essenciais"
Direito Penal,40. Legislação Penal Especial,"40.1 Lei de Contravenções Penais - Decreto-Lei nº 3.688 de 1941, 40.2 Lei do Abuso de Autoridade – Lei nº 4.898 de 1965 e Lei n° 13.869 de 2019, 40.3 Lei de Execução Penal – Lei nº 7.210 de 1984, 40.4 Lei do Colarinho Branco - Lei nº 7.492 de 1986 - Crimes contra o Sistema Financeiro Nacional, 40.5 Crimes Resultantes de Preconceito de Raça ou Cor – Lei nº 7.716 de 1989, 40.6 Lei de Crimes Hediondos – Lei nº 8.072 de 1990, 40.7 Crimes contra o Consumidor, a Ordem Econômica e Tributária – Lei nº 8.078 de 1990 e Lei nº 8.137 de 1990, 40.8 Lei dos Crimes de Tortura – Lei nº 9.455 de 1997, 40.9 Crimes contra a propriedade intelectual de programa de computador  - Lei n° 9.609/1998, 40.10 Lei da Lavagem de Dinheiro - Lei nº 9.613 de 1998, 40.11 Lei de Armas (Estatuto do Desarmamento) – Lei nº 10.826 de 2003 e Decretos Regulamentares, 40.12 Crimes Falimentares - Lei nº 11.101 de 2005, 40.13 Lei de Tóxicos – Lei nº 11.343 de 2006"
Noções de Informática,"1. Hardware - Dispositivos de Armazenamento, Memórias e Periféricos",
Noções de Informática,2. Sistema Operacional,"2.1 Windows, 2.2 Windows 98, 2.3 Windows 2000, 2.4 Windows Server 2003, 2.5 Windows XP, 2.6 Windows Vista, 2.7 Windows 7, 2.8 Windows 8, 2.9 Windows 8.1, 2.10 Windows 10, 2.11 Sistema Operacional Linux em Noções de Informática"
Noções de Informática,3. Windows Explorer - conceitos de organização de pastas e arquivos,
Noções de Informática,"4. Pacote de Aplicativos: Microsoft Office, BrOffice, OpenOffice e LibreOffice",
Noções de Informática,5. Editor de Textos - Microsoft Word e BrOffice.org Writer,"5.1 Microsoft Word, 5.2 LibreOffice e BrOffice Writer, 5.3 Microsoft Word 2003, 5.4 Microsoft Word 2007, 5.5 Microsoft Word 2010, 5.6 Microsoft Word 2013, 5.7 Microsoft Word 2016 e 365, 5.8 Microsoft Word 2019"
Noções de Informática,6. Planilhas Eletrônicas - Microsoft Excel e BrOffice.org Calc,"6.1 Planilha Eletrônica, 6.2 BrOffice.org e LibreOffice Calc, 6.3 Microsoft Excel, 6.4 Microsoft Excel 2003, 6.5 Microsoft Excel 2007, 6.6 Microsoft Excel 2010, 6.7 Microsoft Excel 2013, 6.8 Microsoft Excel 2016 e 365, 6.9 Microsoft Excel 2019"
Noções de Informática,7. Editor de Apresentações - PowerPoint e Impress,"7.1 Microsoft Powerpoint, 7.2 BrOffice e LibreOffice Impress, 7.3 Microsoft PowerPoint 2007, 7.4 Microsoft PowerPoint 2010, 7.5 Microsoft PowerPoint 2013, 7.6 Microsoft PowerPoint 2016 e 365, 7.7 Microsoft PowerPoint 2019"
Noções de Informática,8. Ferramentas de Reuniões e Comunicações On-line,"8.1 Microsoft Teams, 8.2 Google Meet, 8.3 Zoom, 8.4 Skype, 8.5 Google Hangout"
Noções de Informática,9. Redes de Computadores,
Noções de Informática,10. Internet,"10.1 Intranet e Extranet, 10.2 Protocolo e Serviço, 10.3 Sítios de busca e pesquisa na Internet, 10.4 Nuvem (""cloud computing"" e ""cloud storage""), 10.5 Redes Sociais"
Noções de Informática,11. Segurança da Informação,"11.1 Princípios de Segurança, Confidencialidade e Assinatura Digital, 11.2 Procedimento de Segurança e Back up, 11.3 Ferramentas de Segurança (antivírus, firewall e outros), 11.4 Malware (vírus, worms e pragas virtuais), 11.5 Ataques, 11.6 Certificação Digital em Noções de Informática"
Noções de Informática,12. Navegadores (Browser),"12.1 Internet Explorer, 12.2 Mozilla Firefox, 12.3 Google Chrome, 12.4 Edge"
Noções de Informática,13. Correio Eletrônico (cliente de e-mail e webmail),"13.1 Conceitos Básicos de Correio Eletrônico, 13.2 Microsoft Outlook, 13.3 Mozilla Thunderbird, 13.4 Web-email (Hotmail, Gmail, Yahoo!)"
Noções de Informática,14. Teclas de atalho,
Noções de Informática,15. Extensão de Arquivo,
Noções de Informática,16. Software,
Noções de Informática,17. Banco de Dados,
Noções de Informática,18. AutoCad,
Matemática,1. Aritmética e Problemas,"1.1 Sistemas de Numeração  e  Operações Fundamentais, 1.2 Números Primos e Divisibilidade, 1.3 MMC e MDC, 1.4 Frações e Números Decimais, 1.5 Razão e Proporção; e Números Proporcionais, 1.6 Sistema de Unidade de Medidas, 1.7 Regra de Três, 1.8 Médias, 1.9 Porcentagem, 1.10 Juros Simples"
Matemática,2. Álgebra,"2.1 Potência, 2.2 Radical, 2.3 Problemas, 2.4 Produtos Notáveis e Fatoração, 2.5 Equação de 2º Grau e Problemas de 2º Grau, 2.6 Equações Biquadradas e Equações Irracionais"
Matemática,3. Funções,"3.1 Função de 1º Grau ou Função Afim, Problemas com Equação e Inequações, 3.2 Função Exponencial, 3.3 Função de 2º Grau ou Função Quadrática e Inequações, 3.4 Logaritmos, 3.5 Equação Logarítmica, 3.6 Inequação Logarítmica, 3.7 Função Logarítmica, 3.8 Função Modular"
Matemática,4. Progressões,"4.1 Progressão Aritmética - PA, 4.2 Progressão Geométrica - PG"
Matemática,5. Trigonometria,"5.1 Seno, Cosseno e Tangente, 5.2 Lei dos Senos, 5.3 Lei dos Cossenos, 5.4 Secante, Cossecante e Cotangente e Ângulos Notáveis, 5.5 Círculo Trigonométrico, 5.6 Relação Fundamental (sen²x+cos²x=1), 5.7 Arcos, 5.8 Identidades Trigonométricas, 5.9 Redução ao 1º Quadrante, 5.10 Funções Trigonométricas e Funções Trigonométricas Inversas"
Matemática,6. Análise Combinatória em Matemática,
Matemática,7. Probabilidade,
Matemática,8. Binômio de Newton,
Matemática,9. Geometria Plana,"9.1Ângulos - Lei Angular de Thales, 9.2 Polígonos, 9.3 Polígonos Regulares, 9.4 Triângulos, 9.5 Semelhança de Triângulo, 9.6 Relações Métricas no Triângulo Retângulo, 9.7 Relações Trigonométricas no Triângulo Retângulo, Leis dos Senos e Cossenos., 9.8 Quadriláteros, 9.9 Circunferências e Círculos, 9.10Áreas e Perímetros"
Matemática,10. Geometria Analítica,"10.1 Pontos e Retas, 10.2 Estudo da Reta, 10.3 Cônicas, 10.4 Circunferências, 10.5 Elipse, 10.6 Hipérbole, 10.7 Parábola"
Matemática,11. Geometria Espacial,"11.1 Poliedros, 11.2 Prismas, 11.3 Pirâmides, 11.4 Cilindro, 11.5 Cone, 11.6 Esfera"
Matemática,12. Álgebra Linear,"12.1 Matrizes, 12.2 Determinantes, 12.3 Sistemas Lineares, 12.4Álgebra Linear - Equações Lineares, Espaço Vetorial e Transformações Lineares e Matrizes"
Matemática,13. Números Complexos,
Matemática,14. Polinômios,
Matemática,15. Equações Polinomiais,
Matemática,16. Limite,
Matemática,17. Derivada,
Matemática,18. Integral,
Matemática,19. Algoritmo,
Matemática,20. Física Matemática,
Matemática,21. Estatística,
Matemática,22. Matemática Financeira,
Matemática,23. Raciocínio Lógico,
Matemática,24. Análise de Tabelas e Gráficos,
Raciocínio Lógico,1. Fundamentos de Lógica,"1.1 Tabelas-Verdade, 1.2 Proposições Simples e Compostas e Operadores Lógicos"
Raciocínio Lógico,2. Equivalência Lógica e Negação de Proposições,"2.1 Negação - Leis de Morgan (Negativa de uma Proposição Composta), 2.2 Equivalências - Proposições Logicamente Equivalentes"
Raciocínio Lógico,3. Lógica de Argumentação - Diagramas e Operadores Lógicos,
Raciocínio Lógico,"4. Tautologia, Contradição e Contingência",
Raciocínio Lógico,5. Implicação Lógica,
Raciocínio Lógico,6. Proposições Categóricas,
Raciocínio Lógico,7. Verdades e Mentiras,
Raciocínio Lógico,8. Orientação Espacial e Temporal,
Raciocínio Lógico,9. Relacionamentos e Associações,
Raciocínio Lógico,10. Casa dos Pombos,
Raciocínio Lógico,11. Diagramas de Venn (Conjuntos),
Raciocínio Lógico,12. Quantificadores,
Raciocínio Lógico,13. Análise Combinatória em Raciocínio Lógico,
Raciocínio Lógico,14. Probabilidade,
Raciocínio Lógico,"15. Problemas Lógicos Com Dados, Figuras e Palitos",
Raciocínio Lógico,"16. Sequências Lógicas de Números, Letras, Palavras e Figuras",
Raciocínio Lógico,17. Problemas Lógicos,
Raciocínio Lógico,18. Raciocínio Matemático,
Raciocínio Lógico,"19. Matrizes, Determinantes e Sistemas Lineares",
Raciocínio Lógico,20. Geometria Básica,
Raciocínio Lógico,21. Trigonometria,
Raciocínio Lógico,22. Raciocínio Analítico,
Direito Processual Penal,1. Direito processual penal: fundamentos e aspectos essenciais,"1.1 Processo Penal e Teoria Geral: pensando o processo penal desde seu “lugar”, 1.2 Instrumentalidade do processo penal, 1.3 Sistemas processuais"
Direito Processual Penal,2. Princípios fundamentais do direito processual penal,"2.1 Introdução e Estrutura dos Princípios Processuais Penais: fixando premissas, 2.2 Devido processo legal, 2.3 Contraditório, 2.4 Ampla defesa, 2.5 Presunção de inocência, 2.6 Publicidade, 2.7 Juiz natural, 2.8 Direito à não autoincriminação (nemo tenetur se detegere), 2.9 Inadmissibilidade das provas obtidas por meios ilícitos"
Direito Processual Penal,3. Aplicação da Lei Penal Processual Penal,"3.1 Lei Processual Penal no Tempo, 3.2 Lei Processual Penal no Espaço"
Direito Processual Penal,4. Investigação Preliminar - Sistemas de Investigação Preliminar,"4.1 Noções de Investigação Preliminar, 4.2 Juiz das Garantias"
Direito Processual Penal,5. Inquérito Policial,"5.1 Inquérito Policial - Noções Gerais, 5.2 Inquérito Policial - Características, 5.3 Valor Probatório, 5.4 Vícios e suas consequências, 5.5 Notícia-crime e instauração, 5.6 Incomunicabilidade, 5.7 Desenvolvimento: diligências e providências, 5.8 Indiciamento, 5.9 Encerramento do Inquérito Policial"
Direito Processual Penal,6. Procedimentos Alternativos de Investigação Criminal,"6.1 Termo Circunstanciado de Ocorrência - TCO, 6.2 Comissão Parlamentar de Inquérito - CPI, 6.3 Investigação Criminal Promovida pelo Ministério Público, 6.4 Investigação Defensiva"
Direito Processual Penal,7. Controle da Atividade Policial,"7.1 Noções Gerais sobre o Controle da Atividade Policial, 7.2 Controle Externo da Atividade Policial pelo Ministério Público"
Direito Processual Penal,8. Ação Penal,"8.1 Ação Penal - Noções Gerais, 8.2 Condições para o Exercício da Ação Penal, 8.3 Classificação das ações penais condenatórias, 8.4 Ação penal de iniciativa pública: definição, princípios e espécies, 8.5 Ação penal de iniciativa privada: definição, princípios e espécies, 8.6 Ação penal secundária, popular, adesiva e ação de prevenção penal, 8.7 Ação penal nos crimes contra a honra, 8.8 Ação penal nos crimes de lesão corporal leve e culposa no contexto da Lei 11.340/06, 8.9 Ação penal nos crimes contra a dignidade sexual, 8.10 Denúncia e Queixa, 8.11 Acordo de Não Persecução Penal"
Direito Processual Penal,9. Da Ação Civil,"9.1 Definição, sistemas e alternativas, 9.2 Efeitos civis da absolvição penal, 9.3 Legitimidade para propositura, 9.4 Apuração dos danos"
Direito Processual Penal,10. Competência no Processo Penal,"10.1 Jurisdição penal: definição e princípios, 10.2 Competência em matéria penal: definição, espécies e critérios, 10.3 Competência criminal da Justiça Eleitoral, 10.4 Competência criminal da Justiça Militar, 10.5 A competência da Justiça do Trabalho para o julgamento de habeas corpus, 10.6 Competência criminal da Justiça Federal, 10.7 Competência criminal da Justiça Estadual, 10.8 Competência em razão da pessoa: o foro por prerrogativa de função, 10.9 Competência territorial, 10.10 Causas de modificação da competência: conexão e continência, 10.11 Jurisdição política e jurisdição penal"
Direito Processual Penal,11. Da Prisão e da Liberdade Provisória,"11.1 Tutela penal cautelar: definição e espécies, 11.2 Medidas cautelares pessoais: normas fundamentais, pressupostos e fundamentos, 11.3 Procedimento de aplicação e recorribilidade, 11.4 Prisões extrapenais, 11.5 Prisões cautelares: definição e espécies, 11.6 Da Prisão em Flagrante, 11.7 Da Prisão Preventiva, 11.8 Da Prisão Temporária, 11.9 Prisão domiciliar, 11.10 Da liberdade provisória, com ou sem fiança"
Direito Processual Penal,12. Sequestro de Bens imóveis,"12.1 Definição, normas fundamentais, pressupostos e requisitos, 12.2 Sequestro, 12.3 Especialização e registro da hipoteca legal, 12.4 Arresto"
Direito Processual Penal,13. Das Questões e Processos Incidentes,"13.1 Definições e notas conceituais, 13.2 Questões prejudiciais, 13.3 Suspeição e impedimento, 13.4 Conflito de competência, 13.5 Conflito de atribuições no âmbito do Ministério Público, 13.6 Restituição de coisas apreendidas, 13.7 Incidente de falsidade, 13.8 Incidente de insanidade"
Direito Processual Penal,14. Das Provas,"14.1 Definição, contextualização, objetivos e normatividade fundamental, 14.2 Sistemas de apreciação e valoração, 14.3Ônus da prova, 14.4 Terminologia, 14.5 Prova pericial e exame de corpo de delito, 14.6 Interrogatório, 14.7 Confissão no Processo Penal, 14.8 Declarações do ofendido, 14.9 Prova testemunhal, 14.10 Lei nº 9.807 de 1999 - Lei de Proteção à Vítima e à Testemunha, 14.11 Reconhecimento de pessoas e coisas, 14.12 Acareação no Processo Penal, 14.13 Prova documental, 14.14 Indícios, 14.15 Busca e apreensão, 14.16 Meios probatórios excepcionais"
Direito Processual Penal,"15. Do juiz, do ministério público, do acusado e defensor, dos assistentes e auxiliares da justiça","15.1 Juiz, 15.2 Peritos, intérpretes, serventuários ou funcionários da Justiça, 15.3 Ministério Público no Processo Penal, 15.4 Autoridade policial, 15.5 Acusado, 15.6 Defensor, 15.7 Ofendido e assistente de acusação, 15.8 Assistente da defesa"
Direito Processual Penal,16. Das Citações e Intimações,"16.1 Citação no Processo Penal, 16.2 Intimação e notificação"
Direito Processual Penal,17. Procedimento Penal,"17.1 Processo e procedimento, 17.2 Procedimento comum ordinário, 17.3 Procedimento comum sumário, 17.4 Procedimento comum sumaríssimo - Lei nº 9.099 de 1995 - Lei dos Juizados Especiais Criminais - JECRIM, 17.5 Procedimento especial dos crimes de competência do Tribunal do Júri, 17.6 Procedimento especial dos crimes praticados por servidores públicos contra a administração em geral, 17.7 Procedimento especial dos crimes contra a honra, 17.8 Procedimento especial da Lei nº 11.343 de 2006, 17.9 Outros procedimentos especiais"
Direito Processual Penal,18. Atos jurisdicionais penais,
Direito Processual Penal,19. Sentença e Coisa Julgada,
Direito Processual Penal,20. Cumprimento de Pena no Processo Penal,
Direito Processual Penal,21. Nulidades no Processo Penal,"21.1 Atos processuais defeituosos e invalidade, 21.2 Meras irregularidades e atos inexistentes, 21.3 Espécies de nulidades, 21.4 Princípios referentes às nulidades"
Direito Processual Penal,22. Recursos Criminais,"22.1 Fundamentos, Natureza Jurídica e Aspectos Conceituais, 22.2 Princípios em matéria recursal, 22.3 Pressupostos de admissibilidade, 22.4 Efeitos dos Recursos Criminais, 22.5 Classificação de Recursos Criminais, 22.6 Recurso em sentido estrito, 22.7 Apelação no Processo Penal, 22.8 Embargos infringentes e embargos de nulidade, 22.9 Embargos de Declaração nos Recursos Criminais, 22.10 Agravo em execução, 22.11 Carta testemunhável, 22.12 Correição parcial, 22.13 Recursos especial e extraordinário em matéria penal"
